Row Number,Text,Semantic,Associated Words
806,Must visit in montreal,Neutral,
807,Best chicken salad I ever had!,Positive,Best
808,The chicken is excellent.,Positive,excellent
809,Our tour guide recommended it.,Positive,recommended
810,Great choice!,Positive,Great
811,Absolutely fantastic.,Positive,fantastic
812,"I had the half chicken with rice and potatoes, and the flavours were just amazing.",Positive,amazing
813,"The chicken came off the bone so nicely, and the rice and potatoes were extremely delicious.",Positive,delicious
814,"The place itself is nice on the inside too, and the server was quite helpful in explaining their most popular dishes.",Positive,"nice, helpful"
815,It was awesome seeing the chicken being made as well right as you walk in.,Positive,awesome
816,Highly recommend!,Positive,Highly recommend
817,"We walked by this place on our way to the park and saw a line outside, so naturally I looked it up to find out it was a Portuguese roast chicken place.",Neutral,
818,I've never had it before and decided to give their takeout a try when we got the chance.,Neutral,
819,"My friend and I came by to pick up some dinner on Saturday around 7:30, and it wasn't too crowded.",Positive,
820,"They have some tables for seating, but it's nothing fancy as this is a fast casual type of place.",Neutral,
821,"Looking around, I noticed that all food, whether it's dine-in or to go, is served in takeout containers.",Neutral,
822,"They serve their chicken in a variety of ways - by itself, with side of fries and salad, in poutine, etc.",Neutral,
823,We ordered half a chicken ($8.27) as well as a small poutine ($9.57).,Neutral,
824,"Typically their poutine uses both chicken and chorizo, but we asked for chicken only to accommodate my friend's diet.",Neutral,
825,I definitely liked the roast chicken more than the poutine.,Neutral,
826,"The skin was very flavorful, just not as crispy as I like since the chicken was served with some juice in the container.",Neutral,
827,I was also expecting a more fragrant roasted flavor.,Neutral,
828,The poutine was just okay...,Neutral,
829,"keep in mind, though, that I am not a poutine kinda person, and we didn't eat it until maybe 30 minutes after getting it, so the fries were a bit soggy by the time we ate.",Negative,soggy
830,My favorite part of this dish was the gravy.,Positive,favorite
831,"I enjoyed the chicken and am glad we tried it, but it wasn't different enough from other roast chicken for me to come back.",Positive,glad
832,"We ordered the poutine, chorizo and rotisserie chickens and they are so good and serving sizes are generous too!",Neutral,
833,The chicken was moist and crispy!,Positive,"moist, crispy"
834,Such amazing poutine with chicken and chorizo.,Positive,amazing
835,Chicken is a must!,Neutral,
836,Two large poutines is enough for 6 people as whole dinner.,Neutral,
837,"Get it to go, sit at park and chow down.",Neutral,
838,Nata is great as well.,Positive,great
839,I learned about this restaurant from a show on Netflix and I walked 3 miles to get here from my hotel.,Neutral,
840,"This place was my first experience with poutine, and unfortunately I don't think that any other place will be able to live up to the taste of Ma Poule Mouillée.",Neutral,
841,"I got the large number 8 spicy, the chicken and the sausage were amazing.",Neutral,
842,"Be prepared to wait as the line was around the corner, the service was quick but the space inside is limited.",Negative,limited
843,All worth the wait.,Positive,worth the wait
844,It's always funny to experience what Montrealers think of as spicy.,Neutral,
845,"Either they forgot I wanted my sandwich to be spicy or, true to form, it was just very wimpy err subtle.",Neutral,
846,I mean subtle.,Neutral,
847,The chicken here is good.,Positive,good
848,15 minutes in line good?,Positive,good
849,Sure.,Neutral,
850,30+?,Neutral,
851,Nope.,Neutral,
852,"But the reason to come is actually the pastel de nata, which as good as what you can get in Portugal.",Positive,good
853,I'd come back here in a heartbeat for one of those.,Neutral,
854,Delicious food.,Positive,Delicious
855,"Incredibly busy, but I would honestly drive back from Connecticut USA just solely to eat here.",Neutral,
856,My husband's family is from Portugal and they gave it all thumbs up as well.,Neutral,
857,I will be dreaming of this food for years!,Neutral,
858,"Got the whole chicken #1, poutine #8, strawberry tart.",Neutral,
859,"Chicken is juicy, not dry, but no smoky flavor.",Positive,juicy
860,Poutine & tart are both good.,Positive,good
861,"Cramped restaurant, 1 bathroom, English menu is towards middle, small, taped to plexiglass.",Neutral,
862,Chicken is simply fabulous!,Positive,fabulous
863,Be prepared for a long line - take it to go as seating area is a bit limited.,Negative,
864,Delicious roasted Portuguese style chicken.,Positive,Delicious
865,Keep it simple and appreciate the quality of roasted chicken!,Neutral,
866,Parking is tight but you can find spots in the sides streets,Neutral,
867,The best Portuguese chicken on the planet Plateau -- hands down.,Positive,best
868,Generous portions.,Positive,Generous
869,Worth lineup when there is one.,Neutral,
870,"Holy moly, $15 large poutine you get a MASSIVE mound of juicy Portuguese chicken, just the right amount of REAL gravy over perfect poutine fries and melty cheese curds.",Positive,"juicy, perfect"
871,Pleasantly surprised with this find!,Neutral,
872,"I also noticed the chicken in the poutine was done/seasoned 2-ways, there was thin slices of (dry rub?) seasoned chicken & then there were pulled apart pieces from a whole Portuguese roasted chicken.",Negative,dry
873,We also tried their almond pasteis de Natas which had a more eggy clumpy texture.,Neutral,
874,It was ok.,Neutral,
875,"Long wait, sweet result!",Negative,Long wait
876,"There is no many table, so just recomand to go better, English menu is on the wall, inside :)",Neutral,
877,So good.,Positive,good
878,Best Portuguese chicken.,Positive,Best
879,Clean and nice interior.,Positive,"Clean, nice"
880,Service somewhat slow but worth the wait.,Positive,worth the wait
881,Hands down the best poutine I've ever had.,Positive,best
882,"The enhancements they add here (chicken, sausage) strictly enhance an already great dish.",Positive,great
883,"The smokiness and savoriness of these added elements add further depth, and extra protein to boot.",Neutral,
884,"The portion size for the large is quite generous, so definitely shareable.",Positive,generous
885,"This place is bustling, but the staff is efficient with taking orders so don't be intimated if there's a line.",Neutral,
886,Finding a spot to sit is tricky- if coming with other people I recommend dividing and conquering by having someone snag seats while the others order food.,Neutral,
887,A must-try if you're in Montreal!,Neutral,
888,Chicken breast Poutine Salad Sauce Rice Dessert Everything is good and healthy and delicious,Positive,good
889,Great portion for affordable price!,Positive,"Great, affordable"
890,10/10 The place is kinda small but the food is delicious.,Positive,delicious
891,Would def come back when I come visit Montreal,Neutral,
892,The line to this place was out the door and there's a reason for that.,Neutral,
893,My fiancé got of course a chicken sandwich which he absolutely raved about.,Neutral,
894,They are known for their chicken and poutine so getting one of the two or both is a must.,Neutral,
895,For myself I got the calamari and the veggie salad which also delivered.,Neutral,
896,The nonstop line and crowds of people tells you everything you need to know!,Neutral,
897,This was a very satisfying lunch.,Neutral,
898,"We ordered the Chicken sandwiches, Half chicken, Poutine, and Portuguese tart.",Neutral,
899,"The roasted chicken had a deliciously fragrant and flavorful skin, and the meat was juicy and full of flavor.",Positive,"flavorful, juicy"
900,The kitchen's on-site roasting technique really added to the flavor of the chicken.,Neutral,
901,The chicken sandwiches were also very juicy and flavorful.,Positive,"juicy, flavorful"
902,"The Portuguese tart was more solid compared to the soft, warm, custardy ones found in Asia, but both are unique and worth trying.",Neutral,
903,The poutine was a classic sausages version and met the expected standard.,Neutral,
904,"The portion sizes were very generous, and we couldn't finish it all.",Positive,generous
905,"So, if you have to choose, definitely start with their chicken, which is really flavorful and juicy despite being dry.",Positive,"flavorful, juicy"
906,"Overall, it was a great lunch, and we highly recommend trying the chicken and Portuguese tart.",Positive,"great, highly recommend"
907,No stop in Montreal is complete without a taste of poutine.,Neutral,
908,Stopped by here on my last night and so happy I did.,Positive,happy
909,Not many people know about this place cause they are so fast to scurry over to the poutine place across the street due to popularity grown through Tiktok.,Neutral,
910,Ma Poule Mouillée serviced superfast with friendly customer experience.,Positive,friendly
911,I ordered their big plate of poutine to share between me and one other person.,Neutral,
912,Definitely worth to check out!,Neutral,
913,Best rotisserie chicken I've ever had hands down.,Positive,Best
914,Fall off the bone.,Neutral,
915,Insanely flavorful spicy sauce oozing through it.,Positive,flavorful
916,Like it had been marinated for decades in this sauce.,Neutral,
917,Oh and these fries holly cow.,Neutral,
918,Crispy but flavorful.,Positive,"Crispy, flavorful"
919,Dipped in the sauce with a bite of the chicken.,Neutral,
920,We went to Michelin level places on our trip in Montreal and this was the best bite.,Positive,best
921,"They do poutine too, but I have to recommend the half chicken and fries you don't need any other flavors than that.",Positive,recommend
922,Got the small #8 which would have been plenty for two moderately hungry people.,Neutral,
923,"Everything was absolutely delicious, the fries held up and remained crispy despite all the toppings, flavors were incredible.",Positive,"delicious, crispy, incredible"
924,Though there was a line it went fairly quickly and was quite efficient!,Neutral,
925,Excellent place.,Positive,Excellent
926,This is a must-visit for peri peri chicken in Montreal and the Portuguese egg custard tarts which were a surprise and delight.,Neutral,
927,Be sure to know what you want as you get in line to keep things moving along - the line can be long but it moves decently quickly.,Neutral,
928,My go to is the half chicken with fries and salad and the poutine which comes with a nice savory gravy.,Positive,nice
929,Portions are very very generous so an entree can likely last 2 meals.,Positive,generous
930,Be sure to grab a few egg tarts after - just trust me on that.,Neutral,
931,I did not know that I love Portuguese roast chicken -- until I tried it.,Positive,love
932,"Not in Portugal, but in Montreal.",Neutral,
933,Ma Poule Moullée makes one thing -- roast chicken -- and the've perfected the process.,Neutral,
934,Great food.,Positive,Great
935,The pier pier sauce is lovely and spicy -- so spicy that it's un-Canadian.,Neutral,
936,Inexpensive.,Neutral,
937,Super fast service.,Neutral,
938,Huge portions.,Positive,Huge
939,"The eating space inside is pretty ""rough and ready"" as Paul Hollywood says.",Neutral,
940,It looks like most people are picking up to take the food with them.,Neutral,
941,Did I mention the portions are huge?,Positive,huge
942,The leg quarter comes with a huge salad.,Positive,huge
943,"huge amount of fries, a thigh and two drumsticks.",Positive,huge
944,"Unless you're a teenager, it's enough for two.",Neutral,
945,Whoever associated Canadians and maple syrup was wack because Canadians don't really eat that ever.,Neutral,
946,Poutine?,Neutral,
947,Definitely.,Neutral,
948,La Banquise is just across the street and we can have a war about which is better but you can't go wrong with either :) Torn because I love them both --- Ma Poule Mouillée is definitely known for their chicken.,Positive,love
949,"Combine that on the poutine with chorizo, gravy and cheese curds, and you've got a hella good combo here!",Positive,good
950,I liked La Banquise cheese curds and gravy a lot better though.,Neutral,
951,"Like I said, can't go wrong :) Portuguese egg tarts were amazing though, couldn't stop myself for getting just one!",Positive,amazing
952,When in Montreal Poutine is a must!,Neutral,
953,One that truly stood out in my research for great poutine was Ma Poule Mouilee!!,Positive,great
954,"The restaurant is popular with constant lineup, but they are very quick.",Neutral,
955,I got in within 15 mins wait.,Neutral,
956,What is unique about this place is they don't make any poutine but one that is topped with freshly grilled Portuguese chicken shreds and chorizo too!,Neutral,
957,It was absolutely poutine heaven!,Neutral,
958,The grilled chicken was so tender and juicy and there was so much gravy and cheese curd every single bite of fries had just enough of it!,Positive,"tender, juicy"
959,Portion was HUGE!,Positive,HUGE
960,With the regular size for $18 the two of us barely managed to finish it!,Neutral,
961,They do have a petite option too that is not so petite at all and would be great for sharing too for those who like to eat lighter.,Positive,great
962,Not only do they have poutine and chicken but several Portuguese desserts too!,Neutral,
963,I was very tempted but had to hold back because I was just too full.,Neutral,
964,This will definitely be a place I would revisit when I come to Montreal again.,Neutral,
965,"The line was very long even at 5:30pm on a weekday, which surprised me.",Neutral,
966,Cannot imagine coming here on a weekend night during prime dinner hours.,Neutral,
967,"The poutine was great, if just slightly too salty.",Negative,too salty
968,The chicken was great but it's covered in way too many fries.,Positive,great
969,"The chicken was barely visible under the pile of fries as you can see in the attached image, but it was some of the best rotisserie-style chicken I've had.",Positive,best
970,I ate the extra fries with the poutines as a starch to help season the fries and offset some of the extra sauce/saltiness in the poutine.,Neutral,
971,"I do want to mention that the poutine wasn't overly salty, but I can definitely taste the salt.",Positive,
972,Best poutine ever in the whole city !,Positive,Best
973,"The chicken is excellent, probably the best as well.",Positive,"excellent, best"
974,They should buy the building next door to expansion the place because it's always super crowded (that's because it's so good).,Positive,good
975,I highly recommend it,Positive,highly recommend
976,Food was great.,Positive,great
977,Can definitely understand why this is a Montreal fave.,Neutral,
978,The line can be a good wait but it's definitely worth it.,Positive,good
979,Menu is on the wall and once you order they are pretty to get your food and pay.,Neutral,
980,This is very casual dining with limited seating inside.,Negative,limited seating
981,Overall a good lunch choice.,Positive,good
982,#8 Poutine Large is a good size for 3 people.,Positive,good
983,My first poutine ever!,Neutral,
984,It was so yummy.,Neutral,
985,I loved that it wasn't too hot and everything was balanced (not too much gravy) Quick to order.,Positive,loved
986,So much food.,Neutral,
987,"If I could have any single meal in Montréal again, it would be this chicken.",Neutral,
988,The sauce was spectacular and you can taste the char from the coals the chicken is roasted over.,Neutral,
989,The fries are perfect sopping up the sauce and the tang and acidity of the salad cut the fat perfectly.,Positive,"perfect, perfectly"
990,"Sure the line is long, but it moves quickly.",Positive,moves quickly
991,Absolutely perfect.,Positive,perfect
992,"Sadly, the poutine was cold and limp.",Negative,cold
993,Asked for spicy and got regular.,Neutral,
994,"Advice: stick to the chicken, fries, and salad.",Neutral,
995,My wife had it and is was stellar.,Neutral,
996,Fabulous food!,Positive,Fabulous
997,The place is tiny so it's more a take out place than a sit down restaurant.,Neutral,
998,Get the egg tarts since they are AMAZING and super affordable!,Positive,"AMAZING, affordable"
999,This place is tuned like a fine oiled machine.,Neutral,
1000,U get in and order within mins and get your food quick.,Neutral,
1001,We got the #2 and #8 and ended up being too much food for the 4 of us.,Neutral,
1002,Would recommend the food for sure.,Positive,Would recommend
1003,Service was excellent and quick.,Positive,excellent
1004,I arrived in Montreal for the first time in 5 years and this is the first place I went.,Neutral,
1005,Brilliant choice because it started my trip off VERY right.,Neutral,
1006,La Banquise is across the street from this establishment and many will say that's the best poutine in Montreal but they would be wrong.,Positive,best
1007,VERY wrong.,Neutral,
1008,"The best poutine is at Ma Poule Mouillee and for $12, you get a whole lot of it so bring your friends and your appetites!",Positive,best
1009,"Chicken, sausage, curds, fries, gravy, sauces, delicious!",Positive,delicious
1010,Everything else is great.,Positive,great
1011,"Their chicken is delicious and for me, superior to one of their main competitors, Romados.",Positive,delicious
1012,It's just so flavourful and juicy and everything you'd want from Portuguese chicken.,Positive,"flavourful, juicy"
1013,The salad and potatoes are also solid.,Positive,solid
1014,"I really don't think you could go wrong with anything here, especially when you consider that they are quite inexpensive.",Neutral,
1015,They have a knack for flavours and they deliver excellence every time.,Neutral,
1016,Excellent food!,Positive,Excellent
1017,had to stop here on my Montreal train!!,Neutral,
1018,"We got a small poutine to share, with a side salad, and fries.",Neutral,
1019,We also ordered half-chicken with fries to go (midnight snack).,Neutral,
1020,The food was amazing and fresh (line out the door).,Positive,"amazing, fresh"
1021,"For $15, you get a massive amount of juicy Portuguese chicken, just the right amount of gravy over the perfect poutine fries and melty cheese curds.",Positive,"juicy, perfect"
1022,"There is a spicy version of both the poutine and the chicken, but I did not find the spicy chicken to be spicy.",Neutral,
1023,The to-go order was def.,Neutral,
1024,a good midnight snack meal.,Positive,good
1025,"The lines move very quickly, and you def.",Neutral,
1026,get your money's worth of food here.,Neutral,
1027,I've been coming here for years!,Neutral,
1028,This place never disappoints!,Neutral,
1029,I mean ever!!!,Neutral,
1030,"Regardless as to what I take, it's always delicious!",Positive,delicious
1031,This time was no exception!,Neutral,
1032,"The staff is quick with your order, efficient, lots of seating at the restaurant.",Neutral,
1033,It smells so good going in (yes my mouth is watery at the moment).,Positive,good
1034,"Bring your family, bring your date, you'll be taken care of!",Neutral,
1035,Ma Poule Mouillée was recommended by many people as one of the best poutine places in Montreal.,Positive,"recommended, best"
1036,However the wordplay in the name was not true.,Neutral,
1037,"Maybe there wasn't enough foreplay but it was not ""mouillée"" (wet/juicy).",Negative,
1038,"To begin, the line was extremely disorganized.",Neutral,
1039,Staff inside were inattentive and were too busy talking with one another than actually helping out customers.,Neutral,
1040,A simple pickup order that we called in in advance took over 25 minutes to pick up!,Neutral,
1041,"The poutine itself was fairly generous as its stuffed with fries, cheese, chicken, sausage topped with gravy.",Positive,generous
1042,"However, everything was fairly cold, luke-warm at best.",Positive,best
1043,A good poutine should be piping hot leaving you with a slight burn on the roof of your mouth.,Positive,good
1044,The chicken was lacking in flavour and dryer than your crush from grade 6.,Neutral,
1045,I'd even say the rotisserie chicken at Costco packs more of a punch.,Neutral,
1046,And don't get me started on how much cartilage and bone I had in the poutine as well.,Neutral,
1047,Choking from a poutine is probably one of the last things you'd expect but guess you can never be too careful.,Neutral,
1048,I had really high expectations for this place and unfortunately it was a let down.,Neutral,
1049,I'm hoping this was an isolated incident as others seem to have had a great experience.,Positive,great
1050,"But if you're doing a food crawl for the best poutine in MTL, this wasn't it.",Positive,best
1051,2.4/5,Neutral,
1052,"Whole family enjoyed - chicken was amazing, sausage was great!",Positive,"amazing, great"
1053,"Very little seats inside, but food quality is on point!",Neutral,
1054,Amazing food and service!,Positive,Amazing
1055,Visiting Montreal and this is the place everyone says we must have.,Neutral,
1056,Lives up to the hype,Neutral,
1057,The famous portuguese chicken poutine!,Neutral,
1058,The portion is literally massive with a very generous amount of meat - the chicken was super tender & juicy!,Positive,"generous, tender, juicy"
1059,The cheese curds & gravy also had great flavour  def worth trying!,Positive,great
1060,Ps.,Neutral,
1061,"all prices include tax & even if the line looks long, it moves pretty fast!",Neutral,
1062,Great food at a good value.,Positive,good
1063,My friends and I shared two poutines and a salad.,Neutral,
1064,"Everything tasted great, filling, and left us feeling satisfied.",Positive,"great, satisfied"
1065,The chicken was the highlight in the poutine and salad.,Positive,highlight
1066,"Don't expect anything to be healthy, but that's not what you're coming for anyway, right?",Neutral,
1067,Line out the door and around the block but worth it!,Positive,worth it
1068,Place is organized chaos but menu items are pretty fixed.,Neutral,
1069,They no longer have rice so fries are the only side.,Neutral,
1070,We had half chicken and chicken salad.,Neutral,
1071,Both were excellent although the chicken on the salad had more skin than meat.,Positive,excellent
1072,I think I made a mistake trying to be healthy(ish) here by ordering the grilled chicken and chorizo salad (Salade Mathilde).,Neutral,
1073,It was HUGE!,Positive,HUGE
1074,"And I think there was way too much meat for it to truly qualify as a ""salad."" It's probably meant to be shared between 2 people or one very hungry athlete!",Neutral,
1075,"There was a good amount of lettuce and freshly-cut onions, carrots, and peppers, as well as a generous amount of sliced chorizo and grilled chicken (looked like both light and dark meat).",Positive,good
1076,It was definitely good value for less than $15 with tax.,Positive,good
1077,"There were a few things that didn't make this the ideal dish to get here, however...",Neutral,
1078,"While the chicken was nicely marinated, I felt there was a bit of a flavor clash between the chicken, chorizo, and salad dressing.",Neutral,
1079,Potatoes would probably have paired better with these meats.,Neutral,
1080,"Also, the chicken tasted a bit cold and dry.",Negative,"cold, dry"
1081,"I saw them cut it fresh, but I think they had grabbed it from a pile of ready-made chicken that was already off the grill.",Neutral,
1082,"Overall, great value, quick service, and friendly staff, but I'd maybe recommend prioritizing the warm dishes rather than the entrée salad.",Positive,"great, friendly, recommend"
1083,"We loved the plateau neighborhood, where this Portuguese chicken shop is located.",Positive,loved
1084,The line moves quickly; and be sure to look at the chalkboard menu while you are waiting so you are ready to order.,Positive,moves quickly
1085,We ordered a lg chicken poutine and a side salad.,Neutral,
1086,The flavors in this poutine are very rich- explaining why we shared an order.,Positive,rich
1087,We also were able to secure barstool seating (this place is small).,Neutral,
1088,It might be harder to get seating for a party bigger than 2.,Neutral,
1089,"I did not try any of the desserts that they had on display, but that's what next time is for!",Neutral,
1090,The chicken was soft and tender.,Positive,tender
1091,We got one plate and it was way more food than we can eat for Two people.,Neutral,
1092,I would probably get a quarter chicken next time along with the poutine dish,Neutral,
1093,Woooooow I love this place!!,Positive,love
1094,"When we approached the restaurant, the line was out the door; however, Ma Poule does a good job of keeping the line moving and the wait was not long at all.",Positive,good
1095,My mouth dropped when I saw the portion sizes.,Neutral,
1096,THEY'RE HUGE!!,Positive,HUGE
1097,"And not only are the portions humongous, but the flavor of the chicken is nicely roasted and also juicy.",Positive,juicy
1098,We heavily considered bringing some of the sauce home cause it was that good.,Positive,good
1099,Definitely get some pastel de nata to eat after your massive meal.,Neutral,
1100,"It's a sweet, custardy treat that hits the spot.",Neutral,
1101,Beware of the massive lineups!,Neutral,
1102,A large poutine is MASSIVE enough for 2-3 people!,Neutral,
1103,Don't think about tackling this behemoth solo!,Neutral,
1104,"MASSIVE portions, juicy delicious chicken bits paired with sliced sausages, drenched gravy and cheese curds.",Positive,"juicy, delicious"
1105,No more poutine anytime soon!,Neutral,
1106,Unfortunately they lost my order and I had to wait 15-20 min to get my poutine but I'll give them a pass given how swarmed they were.,Neutral,
1107,Best poutine in Montreal!,Positive,Best
1108,We got the chorizo and chicken but I would just get chicken if I were to come again as the chorizo was nothing special.,Neutral,
1109,The gravy is incredible and they don't skimp on the chicken which is justifiably worth the wait in line.,Positive,"incredible, worth the wait"
1110,Saw someone get the spicy version ahead of me and would also love to try that.,Positive,love
1111,Stop reading go try this!,Neutral,
1112,"I completely forgot that Ma Poule was on the Netflix show, Somebody Feed Phil until I was in line and heard someone mentioned it.",Neutral,
1113,"I initially came because I had read reviews about Portuguese egg tarts - aside from reviewing boba places around the world, I'm also down to try Portuguese egg tarts everywhere I go (if it's sold).",Neutral,
1114,"Anyways, to get back on topic - Ma Poule is fast paced!",Neutral,
1115,I ordered number 14 and asked to not have fries.,Neutral,
1116,Which was a mistake on my part.,Neutral,
1117,The staff seems to speak more French than English.,Neutral,
1118,"She thought I meant to add the Poutine, which they're known for.",Neutral,
1119,I then tried to explain in my limited french that what I meant was no poutine and also no fries with the chicken.,Negative,limited
1120,That lead to even more confusion as she couldn't believe I would just not accept the free fries that came with the chicken.,Neutral,
1121,TLDR - I just accepted my fate of the large amount of fries that came with the chicken.,Neutral,
1122,"The chicken is phenomenal, there's no denying it.",Positive,phenomenal
1123,I recommend that you should have someone on standby who LOVES fries because half the box was just fries.,Positive,recommend
1124,My friend and I were shocked by the quantity.,Neutral,
1125,"Sadly, the Portuguese egg tart did not live up to people's review.",Neutral,
1126,"Too sugary and too chewy, like they didn't beat the cream enough or something.",Neutral,
1127,I was really disappointed.,Negative,disappointed
1128,Skip the egg tart but not the chicken!,Neutral,
1129,"Over-salted poutine that was just one note, and sadly that note was salt, and that's coming from someone who likes salty food!",Negative,salty
1130,I still dream about the food I ate here.,Neutral,
1131,I ordered the poutine and the chicken and sausage salad.,Neutral,
1132,Both were amazing.,Positive,amazing
1133,Everything was made to perfection and the portions were huge.,Positive,huge
1134,I split everything with a friend and we had enough leftovers for dinner.,Neutral,
1135,I totally recommend the poutine and the chicken salad.,Positive,recommend
1136,The sausage was good but they gave us too many and we ended up not finishing.,Positive,good
1137,Also don't forget to order a couple of the Portuguese tarts for dessert.,Neutral,
1138,You'll want at least 2 so don't just order 1!,Neutral,
1139,"Affordable, delicious and generous food.",Positive,"Affordable, delicious, generous"
1140,Self-service style.,Neutral,
1141,Waited in line for about 15 minute.,Neutral,
1142,"Place your order, pick it up and pay at the cashier at the back of the store, then grab any open seats.",Neutral,
1143,"Got their #8 large, which is poutine with chorizo and chicken.",Neutral,
1144,This can be a meal for 4.,Neutral,
1145,"This item is 80% fries, so if you are looking for more protein, I suggest going for their other items.",Neutral,
1146,"Next time, I might get their #1 whole chicken or #11 chicken, chorizo salad.",Neutral,
1147,"We saw so many good reviews for this place and walked by pretty often, so we knew we had to try it.",Positive,good
1148,"As there was no English menu, we struggled a bit to figure out what to order but it all worked out with us eating well in the end.",Neutral,
1149,"Once you enter, you go up to the counter to order and you watch them chop up your meat before you pay at the cash register.",Neutral,
1150,The chorizo didn't taste like regular chorizo -- it had somewhat of a tomato-based flavor and was more dense (less chewy) than I expected.,Neutral,
1151,"Still yummy though, just different.",Neutral,
1152,The chicken (as everyone else in the reviews have said) is amazing -- super moist and tender and delicious.,Positive,"amazing, moist, tender, delicious"
1153,"The sauce is incredibly greasy, but hey, that's definitely what makes it so good!",Positive,good
1154,Just make sure to grab a bunch of napkins to eat it with (ask the cashier for plenty)!,Neutral,
1155,Came here when I was in Montreal for two nights and was blown away.,Neutral,
1156,When we arrived there was a line around the corner and decided to wait - thankfully.,Neutral,
1157,Everyone in my group ordered either the poutine or chicken and I split both with a friend.,Neutral,
1158,We got the spicy which wasn't hot but added some really great flavour.,Positive,great
1159,The poutine was the favorite.,Positive,favorite
1160,It has that perfect combination of salt and fat that is super addictive and delicious.,Positive,"perfect, delicious"
1161,It was also covered in chicken and chorizo.,Neutral,
1162,The chicken was also incredible.,Positive,incredible
1163,It was super moist and the drenched in a great sauce that reminded me of a less spicy and more seasoned buffalo sauce.,Positive,"moist, great"
1164,The portions were also huge.,Positive,huge
1165,The large poutine and whole chicken provided more than 3 meals worth of food for me and my friend - and we eat a lot.,Neutral,
1166,Haven't tried the other chicken spots(a friend from Montreal claims Cote St Luc has the best chicken straight up) but this spot was one of the highlights of the trip.,Positive,best
1167,Easily some of the best chicken I've ever eaten.,Positive,best
1168,"Based on the reviews, we decided to come here first over la banquise .",Neutral,
1169,"We ordered the number 8 bon les portugais font de la pountine (portugese poutine) that has cheese curd, chicken, gravy, and chorizo.",Neutral,
1170,The petite for ($11 CAN) was more than enough.,Neutral,
1171,This was a take-out item.,Neutral,
1172,The consensus was the chicken was the highlight.,Positive,highlight
1173,It was soft and tender.,Positive,tender
1174,We preferred the fries here over la basquite's more as those were over fried and thin.,Neutral,
1175,I found the culmination of the gravy and chorizo to be too salty.,Negative,too salty
1176,"The real dish is just to get the fried portugese chicken, nothing else.",Neutral,
1177,"Next time, I'll be sure to just get that instead.",Neutral,
1178,My mother and I were stalling from checking into our AirBnB so we stumbled upon this place.,Neutral,
1179,"Poutine is the food symbol of Montreal and so, my mother and I must of course sample it, and this place was very promising.",Neutral,
1180,I expected a long line and there was.,Negative,long line
1181,"We were thankfully not forced to stand outside, but the line was to the door, though that may be because of the set up of the restaurant that had people standing in line with the door.",Neutral,
1182,The line moves fairly quickly though as the people working here have a great assembly process that you get to watch live.,Positive,great
1183,"There is inside seating, though with the busyness of the place, I wouldn't rule out ordering to go.",Neutral,
1184,"I opted to order the ""Bon, les Portugais Font de la Poutine,"" which I called the ""Number 8"" because I was afraid of butchering my French pronunciation in my first day back in a Francophone area.",Neutral,
1185,I ordered the large which was a large plate that was plenty to fill the stomachs of both me and my mother.,Neutral,
1186,The cheese bits were tasty; the gravy was rich and soaked the fries well so that I didn't have any plain fries (plain fries are a a bit of a nightmare for me by the way); the chicken and sausage offered a meaty dimension to the poutine.,Positive,"tasty, rich"
1187,It was a decent poutine!,Neutral,
1188,The last bite was amazing because I amassed enough cheese with the meat and potato  that created an excellent flavor and texture combination.,Positive,"amazing, excellent"
1189,You can opt for a pitcher of water for the table if you don't buy the water bottles (which you shouldn't because water should always be free).,Neutral,
1190,"The menu looks fabulous and if I had more time up here, I would come back to try the other options.",Positive,fabulous
1191,Chicken for all the hype was meh.,Neutral,
1192,Flavor was there just not very strong/ had the whole chicken and some of the white meat pieces just got left flavorless.,Negative,flavorless
1193,.,Neutral,
1194,Loaded Poutine would also be mid for me.,Neutral,
1195,The egg tarts are definitely a must have.,Neutral,
1196,Somebody Feed Phil choices so far don't compel as much as Anthony Bourdain.,Neutral,
1197,Duh.,Neutral,
1198,"I discovered this place thanks to ""Somebody Feed Phil."" We came in during lunch and it was quite busy, but the line moved steadily forward.",Neutral,
1199,We ordered the half chicken which came with fries and salad.,Neutral,
1200,I enjoyed the moist chicken.,Positive,moist
1201,I only wished it was spicy.,Neutral,
1202,"Best chicken, fries, salad meal in Montreal.",Positive,Best
1203,The crown used to go to Romados which is still amazingly good but MPM is a notch better.,Positive,good
1204,Tony Alves the owner used to work at Romados for 20 years.,Neutral,
1205,His defection would be similar to if Tom Brady and Bill Belichek left the Patriots for elsewhere (damm I sure do not like Brady).,Neutral,
1206,******local tip #1 ******Come early if you don't have patience for long lines.,Negative,"long line, long lines"
1207,I mean real real early.,Neutral,
1208,We came at 4:30pm on a Saturday  and it was already 5-10 people out the door.,Neutral,
1209,When we left at 5:30 pm it was around 20-25 deep in line.,Neutral,
1210,I've seen it 40-50 deep at 6pm.,Neutral,
1211,"The chicken is moist, fall off the bone and charcoal grilled delish.",Positive,moist
1212,Over 200 reviews have stated that so no need to continue.,Neutral,
1213,The fries are equally good.,Positive,good
1214,The salad does get lost under a mountain of chicken and fries but it's good to have something healthy on this gargantuan fat man's plate.,Positive,good
1215,Dining is simple.,Neutral,
1216,Don't come expecting much.,Neutral,
1217,The volume of food they sell through here is insane.,Neutral,
